player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
DeMar DeRozan,USC,9,5417,13.8571,1.4571,0.8857,0.3714,5.7429,108.2,99.6449,2009,6.7,57,1
Greg Monroe,Georgetown,7,5531,12.6774,2.5484,1.8387,1.4516,6.5484,111.2,91.3455,2009,6.11,43,1
Jimmy Butler,Marquette,30,9284,5.6,0.7429,0.4857,0.4571,3.9429,131.5,102.272,2009,6.7,198,1
Kim English,Missouri,44,9696,6.5,1.1053,0.5,0.1053,1.6316,101.6,97.3198,2009,6.6,228,1
MarShon Brooks,Providence,25,14026,10.5625,1.375,1.0625,0.7188,3.5938,108.8,103.841,2009,6.5,46,1
Nolan Smith,Duke,21,198,17.3684,3,1.1842,0.2368,2.7895,115.5,96.267,2010,6.2,120,1
Dexter Pittman,Texas,32,827,10.4412,0.5,0.3529,1.8529,5.8529,113.1,92.6265,2010,6.10,159,1
Stanley Robinson,Connecticut,59,1137,14.5294,1,0.8824,1.2059,7.6471,107.8,97.9225,2010,6.9,188,1
Dominique Jones,South Florida,25,2231,21.3636,3.6364,1.697,0.5758,6.0909,110.1,98.0138,2010,6.4,15,1
Dwayne Collins,Miami FL,60,2387,12.0714,1.1786,0.6071,1.1429,7.7143,105.7,94.2041,2010,6.8,3,1
Ekpe Udoh,Baylor,6,2610,13.9143,2.7429,0.8286,3.7429,9.7143,110.5,93.4571,2010,6.10,122,1
Da'Sean Butler,West Virginia,42,3069,17.2105,3.1316,0.9737,0.3947,6.2368,117.8,97.556,2010,6.7,278,1
Jarvis Varnado,Mississippi St.,41,3685,13.7778,0.8889,0.6667,4.7222,10.25,111.4,85.0949,2010,6.9,116,1
Craig Brackins,Iowa St.,21,3689,16.5,2.1562,0.7812,1.1875,8.5312,103,97.7414,2010,6.10,291,1
Norris Cole,Cleveland St.,28,4149,16.5806,4.4194,1.6452,0.0968,2.8387,103.6,105.997,2010,6.2,203,1
Malcolm Lee,UCLA,43,5037,12.125,3.125,1.125,0.2812,4.4062,99.1,105.575,2010,6.4,115,1
Al-Farouq Aminu,Wake Forest,8,5612,15.8387,1.3226,1.4194,1.4194,10.7097,101.8,90.2827,2010,6.9,291,1
Iman Shumpert,Georgia Tech,17,7189,10.0345,4,1.8966,0.1724,3.6552,94,94.1602,2010,6.5,283,1
Josh Harrellson,Kentucky,45,7227,1.2727,0,0.0909,0.3182,1.2273,100,87.9795,2010,6.10,307,1
DeAndre Liggins,Kentucky,53,7228,3.7586,0.8276,0.6897,0.2759,2.2759,109.5,93.3238,2010,6.6,307,1
Marcus Morris,Kansas,14,8822,12.75,1.0278,0.9444,0.3333,6.1111,121.3,94.7915,2010,6.8,310,1
John Henson,North Carolina,14,10202,5.7297,0.9189,0.7297,1.5676,4.4324,95.7,92.0505,2010,6.10,134,1
Orlando Johnson,UC Santa Barbara,36,10632,17.9655,2.3103,0.7241,0.5862,5.4138,106.5,99.0535,2010,6.5,13,1
Derrick Favors,Georgia Tech,3,10724,12.5714,0.9429,0.8857,2.0571,8.6286,109,88.5618,2010,6.10,283,1
Tyler Honeycutt,UCLA,35,11221,7.1923,2.6923,1.5,1.1923,6.5,97.6,97.0546,2010,6.7,115,1
Solomon Hill,Arizona,23,11698,6.6774,1.6774,0.6129,0.129,4.3871,97.2,104.206,2010,6.6,354,1
Elliot Williams,Memphis,22,11987,17.9412,3.7647,1.3235,0.1176,3.9706,112.8,100.027,2010,6.5,100,1
Mason Plumlee,Duke,22,12278,3.6765,0.8824,0.5294,0.8824,3.0882,98.6,88.0142,2010,6.10,120,1
Eric Bledsoe,Kentucky,18,12621,11.3243,2.8919,1.4054,0.3243,3.0811,100.4,94.8649,2010,6.1,307,1
Derrick Williams,Arizona,2,12660,15.6774,0.7097,0.6129,0.6452,7.0645,113.9,100.867,2010,6.8,354,1
Peyton Siva,Louisville,56,13289,3.871,1.8065,1,0.0645,0.8387,95.2,98.128,2010,6.0,139,1
Hamady Ndiaye,Rutgers,56,13308,9.6129,0.4194,0.4194,4.4839,7,109.6,99.2266,2010,7.0,28,1
Alex Oriakhi,Connecticut,57,14117,4.9706,0.3529,0.3824,1.5882,6.5882,97.9,95.9653,2010,6.9,188,1
Romero Osby,Mississippi St.,51,20669,4.3429,0.6286,0.2286,0.3429,2.5429,101.2,97.8156,2010,6.8,116,1
Charles Jenkins,Hofstra,44,57,22.5,4.6875,1.6562,0.625,3.2188,123.2,107.807,2011,6.3,24,1
Kenneth Faried,Morehead St.,22,1626,17.25,1.0312,1.9062,2.1875,14.375,115.1,85.7528,2011,6.8,304,1
Jon Leuer,Wisconsin,40,1932,18.2647,1.6471,0.5,0.8824,7.2353,116.8,98.659,2011,6.10,269,1
Robert Sacre,Gonzaga,60,2747,12.5294,1.1176,0.7647,1.8529,6.4412,110.7,92.7036,2011,7.0,582,1
Andrew Goudelock,College of Charleston,46,3120,23.7027,4.2432,0.8919,0.1892,3.8649,113.6,104.713,2011,6.2,6,1
Mike Scott,Virginia,43,4079,15.9,1.6,0.3,0.7,10.2,110.8,99.2856,2011,6.8,201,1
Damian Lillard,Weber St.,6,4509,20.1429,3.7143,1.5714,0.2857,4.5714,108.1,101.337,2011,6.2,1437,1
Shelvin Mack,Butler,34,6698,15.9189,3.4865,0.7297,0.0811,4.4865,107.1,100.157,2011,6.3,230,1
Chris Singleton,Florida St.,18,7190,13.1071,1.1786,1.9643,1.4643,6.8214,102.7,83.4244,2011,6.9,24,1
Josh Harrellson,Kentucky,45,7227,7.6053,0.7895,0.9211,1.5,8.6579,131.3,91.5978,2011,6.10,307,1
Klay Thompson,Washington St.,11,8716,21.5588,3.7353,1.6471,0.9412,5.2353,107.6,95.6906,2011,6.6,780,1
Draymond Green,Michigan St.,35,8827,12.6667,4.1515,1.7273,1.1515,8.6061,107.7,91.5449,2011,6.7,263,1
Kim English,Missouri,44,9696,9.7273,1.9091,1.1818,0.3333,3,94.7,100.273,2011,6.6,228,1
Kelly Olynyk,Gonzaga,13,11882,5.5294,0.6471,0.2941,0.1471,3.8235,106.2,95.4108,2011,7.0,582,1
Jordan Williams,Maryland,36,12373,16.8788,0.6364,0.697,1.3636,11.7576,110.8,89.2014,2011,6.10,40,1
Erick Green,Virginia Tech,46,13728,11.5625,2.6875,1.75,0.2812,2.2812,108.3,95.336,2011,6.4,629,1
Ryan Kelly,Duke,48,14133,6.6216,0.8378,0.6757,1.3784,3.7297,120.1,90.2769,2011,6.11,120,1
Tim Hardaway Jr,Michigan,24,14888,14.0294,1.7353,1,0.1471,3.7059,109.8,100.338,2011,6.5,268,1
Fab Melo,Syracuse,22,14982,2.4062,0.25,0.3125,0.7812,1.9375,92.4,93.2049,2011,7.0,116,1
Josh Selby,Kansas,49,15108,7.9231,2.1538,0.8077,0.0385,2.2308,94.4,95.7003,2011,6.2,310,1
Kendall Marshall,North Carolina,13,16380,6.2162,6.2162,1.0811,0.0811,2.0811,100.9,97.2878,2011,6.3,134,1
Reggie Bullock,North Carolina,25,16384,6.1481,0.5926,0.6667,0.1111,2.8148,103.4,93.9454,2011,6.7,134,1
Ray McCallum,Detroit,36,17384,13.4062,4.9375,1.5938,0.1562,4.6875,109.1,103.062,2011,6.1,197,1
Deshaun Thomas,Ohio St.,58,18055,7.5135,0.4595,0.3784,0.1622,3.5405,115.9,93.5767,2011,6.6,226,1
Carrick Felix,Arizona St.,33,18207,4.6333,1,0.4667,0.4333,1.6,95.1,105.029,2011,6.6,354,1
Gorgui Dieng,Louisville,21,18642,5.6552,0.6552,0.4483,1.931,4.4138,113,88.3349,2011,6.10,139,1
Allen Crabbe,California,31,18663,13.3548,1.9677,0.9355,0.4516,5.3226,112.6,103.271,2011,6.6,93,1
Marcus Denmon,Missouri,59,5174,17.6857,2.1143,1.5429,0.0286,5.0286,126.9,99.9317,2012,6.3,228,1
Justin Hamilton,LSU,45,5176,12.9091,0.9091,0.7576,1.303,7.2121,110,95.9733,2012,6.11,12,1
Kim English,Missouri,44,9696,14.4857,1.6,1.2857,0.2857,4.2286,120.8,100.87,2012,6.6,228,1
Tyshawn Taylor,Kansas,41,13567,16.5897,4.7692,1.3333,0.1538,2.3333,104.5,96.1796,2012,6.3,310,1
Erick Green,Virginia Tech,46,13728,15.5806,2.8387,1.3226,0.129,3.2581,113.2,99.5927,2012,6.4,629,1
Doron Lamb,Kentucky,42,15371,13.725,1.5,0.475,0.05,2.7,127.4,99.2084,2012,6.4,307,1
Terrence Jones,Kentucky,18,15374,12.3421,1.3421,1.2895,1.7895,7.1579,111.9,87.6108,2012,6.9,307,1
Jordan Clarkson,Tulsa,46,15896,16.4839,2.5484,0.9355,0.5484,3.871,106.6,99.5635,2012,6.4,191,1
Meyers Leonard,Illinois,11,17125,13.5625,1.3438,0.4688,1.875,8.1875,112.5,94.6348,2012,7.0,229,1
Perry Jones III,Baylor,28,18374,13.7188,1.2812,0.875,0.5938,7.7188,110.6,96.8961,2012,6.11,122,1
Markel Brown,Oklahoma St.,44,18415,10.2812,2.3438,1.25,0.5312,5.1562,94,100.721,2012,6.3,286,1
Shabazz Napier,Connecticut,24,18516,12.9706,5.8235,1.6471,0.2647,3.5294,107.4,101.471,2012,6.0,188,1
Russ Smith,Louisville,47,18729,11.5128,1.9487,2.2308,0.0256,2.5128,91.7,85.0656,2012,6.0,139,1
Harrison Barnes,North Carolina,7,18910,17.0526,1.1316,1.0789,0.3421,5.2105,108.2,94.6442,2012,6.8,134,1
Will Barton,Memphis,40,19014,18.0286,2.8857,1.4286,0.7143,7.9714,116.3,91.0706,2012,6.6,100,1
Tony Snell,New Mexico,20,19313,10.5,2.3235,0.5,0.3824,2.6176,116,94.2975,2012,6.7,1577,1
Tony Mitchell,North Texas,37,20151,14.7273,1.5455,0.9091,3.0455,10.5455,110.7,85.3851,2012,6.8,140,1
Andre Drummond,Connecticut,9,20311,10,0.4412,0.8235,2.7059,7.5588,100.7,95.5401,2012,6.10,188,1
Joseph Young,Houston,43,20453,10.9655,2.3103,0.8966,0.2069,3.5517,105.5,107.665,2012,6.3,12,1
Cady Lalanne,Massachusetts,55,20635,6.7143,0.2143,0,1.5,5.6429,100.3,93.4354,2012,6.9,65,1
Romero Osby,Oklahoma,51,20669,12.871,0.9032,0.5806,1,7.3226,107.4,100.357,2012,6.8,355,1
Arnett Moultrie,Mississippi St.,27,21025,16.4,1.1667,0.8333,0.7667,10.4667,114.9,99.1674,2012,6.11,116,1
Nick Johnson,Arizona,42,21067,8.9143,2.4286,0.7429,0.5429,3.2571,95.1,97.1291,2012,6.2,354,1
Tony Wroten,Washington,25,21082,15.9714,3.7143,1.8857,0.3714,5.0286,95.7,97.047,2012,6.5,29,1
Kentavious Caldwell-Pope,Georgia,8,21152,13.1875,1.2188,1.8125,0.3438,5.1875,104,97.9889,2012,6.5,222,1
Frank Kaminsky,Wisconsin,9,21292,1.8,0.2857,0.1143,0.3714,1.4286,106,90.1626,2012,6.11,269,1
Austin Rivers,Duke,10,21892,15.5,2.0882,0.9706,0.0294,3.3824,104.8,102.8,2012,6.4,120,1
Bradley Beal,Florida,3,22042,14.7568,2.2432,1.3784,0.8378,6.7297,112.3,95.4954,2012,6.3,31,1
Michael Kidd-Gilchrist,Kentucky,2,22362,11.9,1.875,0.975,0.925,7.425,111.8,90.971,2012,6.7,307,1
Rakeem Christmas,Syracuse,36,23200,2.7568,0.1892,0.2973,0.8108,2.9189,105.4,90.6938,2012,6.9,116,1
Elfrid Payton,Louisiana Lafayette,10,23685,7.3226,2.9677,1.0323,0.2903,3.5806,82.6,94.4662,2012,6.3,11,1
Arsalan Kazemi,Rice,54,25005,11.6333,1.9333,2,0.9333,9.9333,111,87.7593,2012,6.7,14,1
Malcolm Brogdon,Virginia,36,33335,6.7143,1.3571,0.5,0.1071,2.7857,93.1,91.276,2012,6.5,201,1
Peyton Siva,Louisville,56,13289,10.025,5.7,2.25,0.15,2.35,105,87.954,2013,6.0,139,1
Alex Oriakhi,Missouri,57,14117,11.2353,0.3529,0.5882,1.5882,8.4118,126.5,92.6318,2013,6.9,228,1
Ryan Kelly,Duke,48,14133,12.8696,1.6522,0.6957,1.6087,5.3043,121.1,94.8199,2013,6.11,120,1
Tim Hardaway Jr.,Michigan,24,14888,14.2432,2.4324,0.6757,0.4595,4.5135,104.9,99.6,2013,6.6,268,1
Andre Roberson,Colorado,26,17361,10.871,1.4194,2.1613,1.3226,11.1935,99.8,83.7071,2013,6.7,1635,1
Ray McCallum,Detroit,36,17384,18.4194,4.4516,1.9677,0.5806,5.1613,116.4,101.748,2013,6.1,197,1
C.J. McCollum,Lehigh,10,17390,23.9167,2.9167,1.4167,0.3333,5,115.7,97.4339,2013,6.3,283,1
Deshaun Thomas,Ohio St.,58,18055,19.8108,1.2973,0.5135,0.2973,5.9459,114.3,96.2845,2013,6.7,226,1
Markel Brown,Oklahoma St.,44,18415,15.2727,2.4242,1,0.7879,4.4242,109.7,93.7367,2013,6.3,286,1
Victor Oladipo,Indiana,2,18513,13.6389,2.0556,2.1667,0.7778,6.3333,122.7,85.8364,2013,6.5,235,1
Russ Smith,Louisville,47,18729,18.7,2.9,2.075,0.05,3.3,108.9,88.0382,2013,6.0,139,1
Josh Richardson,Tennessee,40,20063,7.9091,1.5455,1.0606,0.697,4.3333,101.2,98.0097,2013,6.6,286,1
Darrun Hilliard,Villanova,38,21234,11.5152,1.697,1.6061,0.303,2.8182,100.4,95.9167,2013,6.6,140,1
Elfrid Payton,Louisiana Lafayette,10,23685,16.0625,5.4375,2.4375,0.6562,5.6875,103.6,98.4787,2013,6.3,11,1
Cody Zeller,Indiana,4,24010,16.5,1.3056,1.0278,1.25,8.0556,119.4,88.1328,2013,7.0,235,1
J.P. Tokoto,North Carolina,58,24418,2.5588,0.7059,0.5,0.1176,1.6176,88,95.6928,2013,6.5,134,1
Cleanthony Early,Wichita St.,34,26859,13.9487,0.5897,0.7436,0.8974,5.4359,113.7,94.4953,2013,6.8,426,1
Gary Harris,Michigan St.,19,26989,12.9697,1.303,1.3636,0.1818,2.5455,115.1,96.144,2013,6.4,263,1
Semaj Christon,Xavier,55,27129,15.2,4.6333,1.5,0.1,2.8667,95.9,98.4874,2013,6.3,199,1
Archie Goodwin,Kentucky,29,27246,14.1212,2.6667,1.0909,0.4545,4.6061,96.9,97.7351,2013,6.4,307,1
Nik Stauskas,Michigan,8,28098,11.1316,1.3684,0.5789,0.2368,3.0526,121.9,102.225,2013,6.6,268,1
Roy Devyn Marble,Iowa,56,18726,16.9697,3.5758,1.8182,0.2121,3.2121,112.7,99.5652,2014,6.6,219,1
Joseph Young,Oregon,43,20453,18.9118,1.9412,1.2941,0.0294,2.8235,128.6,107.423,2014,6.2,136,1
Elfrid Payton,Louisiana Lafayette,10,23685,19.3438,5.75,2.3438,0.5625,6.25,107.4,102.995,2014,6.3,11,1
Jarnell Stokes,Tennessee,35,23999,15.2222,1.9722,0.6944,0.8889,10.6667,117.2,95.0776,2014,6.8,286,1
Taurean Prince,Baylor,12,24114,6.1389,0.5833,0.5278,0.1944,2.8056,100.1,103.455,2014,6.7,122,1
Marcus Paige,North Carolina,55,24416,17.5294,4.2059,1.5,0.2059,3.2059,120.1,101.875,2014,6.0,134,1
Brice Johnson,North Carolina,25,24417,10.3235,0.8824,0.7353,1.2647,6.1471,114.3,92.8889,2014,6.9,134,1
J.P. Tokoto,North Carolina,58,24418,9.2647,3.0588,1.6176,0.5294,5.7941,102.9,96.3341,2014,6.5,134,1
Marcus Smart,Oklahoma St.,6,24959,17.9677,4.7742000000000004,2.871,0.5806,5.9032,110.4,91.3572,2014,6.4,286,1
Jerami Grant,Syracuse,39,25897,12.0625,1.375,0.8125,0.5625,6.7812,115.6,97.8648,2014,6.8,116,1
Kyle Anderson,UCLA,30,26311,14.6389,6.4722,1.7778,0.75,8.75,110.6,94.3457,2014,6.9,115,1
Nik Stauskas,Michigan,8,28098,17.5,3.2778,0.5556,0.3056,2.9167,124.1,107.646,2014,6.6,268,1
Andrew Harrison,Kentucky,44,28730,10.85,3.975,0.525,0.225,3.15,102.6,105.004,2014,6.6,307,1
Dakari Johnson,Kentucky,48,29049,5.1795,0.2821,0.2308,0.5897,3.9487,112.8,99.7456,2014,7.0,307,1
Jabari Bird,California,56,31372,8.2903,1.0645,0.3871,0.2581,1.9677,102.8,108.194,2014,6.6,93,1
Deandre Bembry,Saint Joseph's,21,31965,12.1471,2.7059,0.9412,0.5588,4.5,99.2,102.801,2014,6.6,86,1
Nigel Williams-Goss,Washington,55,33186,13.375,4.375,1.125,0.1562,4.4062,102.5,108.368,2014,6.4,29,1
Malcolm Brogdon,Virginia,36,33335,12.7027,2.7297,1.1892,0.1351,5.4324,114.1,90.121,2014,6.5,201,1
Monté Morris,Iowa St.,51,38703,6.75,3.7222,1.2778,0.1944,2.5556,125.1,103.791,2014,6.2,291,1
Joseph Young,Oregon,43,20453,20.6944,3.7222,1.1389,0.0278,4.4444,113.1,105.879,2015,6.2,136,1
Sir'Dominic Pointer,St. John's,53,22208,13.697,2.9697,1.9091,2.4242,7.6667,111.1,92.9027,2015,6.6,39,1
Willie Cauley-Stein,Kentucky,6,24136,8.9487,0.9744,1.2051,1.7179,6.4359,115.8,79.0904,2015,7.0,307,1
Marcus Paige,North Carolina,55,24416,14.0526,4.4737,1.7105,0.2105,2.8947,118.8,100.43,2015,6.0,134,1
Brice Johnson,North Carolina,25,24417,12.9474,0.9211,0.6842,1.1053,7.7632,114.5,93.9859,2015,6.9,134,1
Olivier Hanlan,Boston College,42,25499,19.5312,4.2188,1.2812,0.0312,4.2188,107.3,105.077,2015,6.4,47,1
Georges Niang,Iowa St.,50,25519,15.3235,3.4412,0.5,0.4706,5.4118,106,100.749,2015,6.7,291,1
Denzel Valentine,Michigan St.,14,26984,14.5385,4.2821,0.8974,0.2308,6.2821,114.2,97.728,2015,6.5,263,1
Isaiah Cousins,Oklahoma,59,27124,11.6857,2.2,1.2286,0.3714,4.6,101.6,93.1458,2015,6.4,355,1
Buddy Hield,Oklahoma,6,27126,17.4286,1.9143,1.3429,0.2286,5.4286,110.2,93.2655,2015,6.4,355,1
Justin Anderson,Virginia,21,28488,12.1923,1.7308,0.6538,0.5385,4.0385,120.5,88.5752,2015,6.6,201,1
Dakari Johnson,Kentucky,48,29049,6.359,0.7436,0.359,0.9231,4.5897,108.6,81.6239,2015,7.0,307,1
Cameron Payne,Murray St.,14,29428,20.2,5.9714,1.9429,0.4857,3.6857,118.8,100.124,2015,6.2,160,1
Terry Rozier,Louisville,16,29506,17.0833,3,2,0.1667,5.5556,105.9,89.6,2015,6.1,139,1
Devonte' Graham,Kansas,34,34391,5.6552,2.1034,0.8621,0,1.4828,106.1,99.4843,2015,6.2,310,1
Ben Bentil,Providence,51,34801,6.3529,0.6176,0.2647,0.3529,4.8824,103.5,102.456,2015,6.8,46,1
Devon Hall,Virginia,53,35972,1.8261,0.7826,0.3913,0.0435,0.7391,89.9,90.6235,2015,6.5,201,1
Eric Paschall,Fordham,41,37332,15.9259,1,0.7778,0.4444,5.4815,96.5,105.036,2015,6.6,28,1
Tyus Jones,Duke,24,37730,11.8205,5.5641,1.5128,0.0769,3.5128,121.8,98.3377,2015,6.1,120,1
Grayson Allen,Duke,21,37731,4.3714,0.4,0.2857,0.1429,1,118.3,99.3689,2015,6.4,120,1
Cody Martin,North Carolina St.,36,46681,3.4211,1.2105,0.4737,0.3158,2,96.6,99.4463,2015,6.6,123,1
Marcus Paige,North Carolina,55,24416,12.5882,3.7647,1.1471,0.4412,2.5294,120.3,103.744,2016,6.2,134,1
Tyrone Wallace,California,60,27397,15.25,4.3929,0.9643,0.4286,5.2857,104,97.7535,2016,6.5,93,1
Jaron Blossomgame,Clemson,59,30917,18.7097,1.5161,0.7419,1.3226,6.6774,118.9,99.6877,2016,6.7,221,1
Jabari Bird,California,56,31372,10.3636,0.9394,0.5152,0.3333,3.3333,118.5,100.826,2016,6.6,93,1
DeAndre' Bembry,Saint Joseph's,21,31965,17.4167,4.4722,1.4167,0.8333,7.75,110.7,96.6461,2016,6.6,86,1
Domantas Sabonis,Gonzaga,11,33822,17.4857,1.8,0.6,0.8857,11.8286,120,90.7655,2016,6.11,582,1
Sviatoslav Mykhailiuk,Kansas,47,34388,5,0.8529,0.3235,0.1471,1.2941,109.4,100.336,2016,6.8,310,1
Daniel Hamilton,Connecticut,56,35659,12.5278,4.7222,1.0556,0.4167,8.9167,102.5,89.7038,2016,6.7,188,1
Marial Shayok,Virginia,54,35662,4.2857,1.1143,0.3143,0.1429,1.8857,104,99.2621,2016,6.5,201,1
Tyler Ulis,Kentucky,34,35839,17.3143,7.0286,1.4571,0.1143,3,125.7,101.959,2016,5.9,307,1
Thomas Welsh,UCLA,58,36884,11.2258,0.5484,0.2581,1.0323,8.4839,125,104.106,2016,7.0,115,1
Wade Baldwin IV,Vanderbilt,17,36903,14.1212,5.2121,1.2121,0.3333,4,109.5,96.7419,2016,6.3,173,1
Jacob Evans III,Cincinnati,28,38797,8.4242,1.6364,0.8182,0.8182,4.0909,112,94.7429,2016,6.6,235,1
Tyler Lydon,Syracuse,24,40441,10.1351,1.1081,1.1351,1.8378,6.2973,118,95.7614,2016,6.8,116,1
Justin James,Wyoming,40,40442,5,0.7586,0.2759,0.3448,1.931,93,109.196,2016,6.7,2205,1
Dylan Windler,Belmont,26,40475,4.3871,0.9355,0.6129,0.5484,4.4839,109.4,104.386,2016,6.7,192,1
Donte DiVincenzo,Villanova,17,40884,1.6667,0.4444,0.4444,0,1.7778,81.8,94.9433,2016,6.5,140,1
O.G. Anunoby,Indiana,23,41594,4.8529,0.5294,0.7941,0.7647,2.6471,114.2,96.7728,2016,6.8,235,1
John Collins,Wake Forest,19,41627,7.3226,0.2258,0.2903,0.7419,3.9355,110.3,107.265,2016,6.10,291,1
Donovan Mitchell,Louisville,13,41754,7.3871,1.6774,0.8065,0.0968,3.3548,113.7,92.4761,2016,6.3,139,1
Semi Ojeleye,SMU,37,28767,19,1.5143,0.4286,0.4,6.8571,127.5,97.0548,2017,6.7,177,1
Jevon Carter,West Virginia,32,33739,13.4595,3.7027,2.4865,0.2432,4.973,118,88.8976,2017,6.2,278,1
Sviatoslav Mykhailiuk,Kansas,47,34388,9.75,1.2778,0.8611,0.25,3.0278,115.6,103.57,2017,6.8,310,1
D.J. Wilson,Michigan,17,36619,11.0263,1.3158,0.5,1.5,5.3421,122.3,102.055,2017,6.10,268,1
Grayson Allen,Duke,21,37731,14.4706,3.5,0.7647,0.0588,3.7353,113.7,103.556,2017,6.5,120,1
Jawun Evans,Oklahoma St.,39,38748,19.1562,6.375,1.7812,0.125,3.4375,116.1,107.648,2017,6.1,286,1
Dylan Windler,Belmont,26,40475,9.1667,1.6,0.9,0.9667,6.3,125.6,98.4328,2017,6.7,192,1
Terance Mann,Florida St.,48,41748,8.4,1.6571,1,0.1714,4.5429,120.1,101.553,2017,6.6,24,1
Donovan Mitchell,Louisville,13,41754,15.5588,2.7353,2.0588,0.5,4.8529,114.4,93.2413,2017,6.3,139,1
Derrick White,Colorado,29,41996,18.0882,4.3529,1.2353,1.4412,4.0882,121.1,103.201,2017,6.5,1635,1
Matisse Thybulle,Washington,20,43029,10.4516,1.7742,2.0968,0.7097,3.0968,106.7,108.554,2017,6.5,29,1
"Dennis Smith, Jr.",North Carolina St.,9,45392,18.125,6.1562,1.9375,0.4375,4.5625,109.5,107.928,2017,6.3,123,1
Bruce Brown,Miami FL,42,46262,11.8485,3.2121,1.4848,0.5455,5.6364,111.5,96.8412,2017,6.5,3,1
Elijah Hughes,East Carolina,39,47357,7.76,1.28,0.56,0.44,2.32,97.8,100.841,2017,6.6,8,1
Payton Pritchard,Oregon,26,47506,7.4359,3.5897,1.1538,0.0769,3.359,111.7,98.363,2017,6.2,136,1
Justinian Jessup,Boise St.,51,48123,7.4062,1.4062,0.9688,0.3125,2.7812,100.7,102.538,2017,6.6,820,1
Frank Jackson,Duke,31,48430,10.9444,1.6944,0.5556,0.0556,2.5,116.4,105.15,2017,6.3,120,1
George King,Colorado,59,29633,12.9375,1.0938,0.5312,0.6562,7.8125,107.3,101.277,2018,6.6,1635,1
Jevon Carter,West Virginia,32,33739,17.2973,6.6486,3.027,0.3514,4.6486,117.3,94.3123,2018,6.2,278,1
Chandler Hutchison,Boise St.,22,36559,19.9677,3.4516,1.4839,0.2581,7.6774,106.9,92.5158,2018,6.7,820,1
Grayson Allen,Duke,21,37731,15.4595,4.6486,1.7297,0.0541,3.3243,121.1,101.134,2018,6.5,120,1
